Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No,District,Municipality,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,10,750,L,7500,2,2,1,13,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,10. Kerbs / Sidewalks, 953. Ad-hoc item (describe under Remarks),A1,1,1080,No,1080,3,4,4,370,1
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BA,20,950,m2,19000,3,4,4,21,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BA,50,630,m,31500,3,4,4,13,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,50,950,m,47500,3,4,4,8,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,1,1,4,32,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,50,80,m2,4000,1,1,1,25,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,10,630,m3,6300,3,4,1,16,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,11. Parapet, 104. Concrete (reinforced),AS,10,12270,m3,122700,3,4,9,7,3
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,03. Waterway, 209. Clear siltation,S1,300,630,m3,189000,4,4,16,8,3
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,16,340,No,5440,4,4,4,74,1
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,5000,630,m3,3150000,4,4,16,1,3
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,16,340,m,5440,4,4,9,165,1
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,102,3100,m,316200,4,4,16,5,3
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,10,630,m3,6300,4,4,4,63,2
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),A2,3,12270,m3,36810,4,4,9,24,3
NB045,D1489 over  Sand river,Bridge,Bridge,9/5/2021,,Vhembe,,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BA,25,750,m,18750,4,4,9,48,2
NB046,D15 over river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,100,950,m,95000,1,1,0,0,3
NB046,D15 over river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,03. Waterway, 207. Clear debris,S1,20,750,m3,15000,1,1,4,27,3
NB046,D15 over river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,05. Abutment Foundations, 157. Mass concrete backfill,A2,2,5500,m3,11000,1,1,4,36,3
NB046,D15 over river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,40,750,L,30000,2,2,4,13,3
NB046,D15 over river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),S1,2,4640,No,9280,2,2,4,43,2
NB046,D15 over river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,21. Miscellaneous Items, 617. Replace road signs,BA,1,2480,m2,0,0,0,1,9999999,1
NB049,D1603 over rooisloot river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB049,D1603 over rooisloot river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB049,D1603 over rooisloot river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),BE,2,12270,m3,24540,2,2,4,16,3
NB049,D1603 over rooisloot river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,C4-C6,30,630,m3,18900,2,2,4,21,3
NB049,D1603 over rooisloot river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),BE,4,12270,m3,49080,3,4,4,8,3
NB050,D1613 over Nzhelele river.,Bridge,Bridge Cellular,2/2/2022,,Vhembe,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),"C4,C5,C7,C8",40,750,L,30000,2,2,4,13,3
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,6,630,m3,3780,3,4,4,106,1
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BA,6,750,m,4500,3,4,1,22,3
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,S1-S4,30,3100,m,93000,4,4,9,10,3
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,20,340,m,6800,2,2,1,15,3
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,20,1220,m,24400,2,2,1,4,3
NB053,D1754 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB058,D180 over Plat river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB058,D180 over Plat river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB058,D180 over Plat river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),AC,2,12270,m3,24540,3,4,1,4,3
NB058,D180 over Plat river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,E2,5,630,m3,3150,3,4,4,127,1
NB058,D180 over Plat river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),E1,1,12270,m3,12270,2,2,4,33,3
NB058,D180 over Plat river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,E1,5,630,m3,3150,3,4,4,127,1
NB060,D19 over Rail,Bridge,Bridge,7/21/2021,,Capricorn,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,1,1,1,8,3
NB060,D19 over Rail,Bridge,Bridge,7/21/2021,,Capricorn,,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),BA,20,80,m,1600,1,1,1,62,2
NB060,D19 over Rail,Bridge,Bridge,7/21/2021,,Capricorn,,6/30/2022,08. Surfacing, 703. Traffic accommodation-Medium (10 000 - 40 000 vpd),BA,1,229910,LS,229910,1,1,1,0,3
NB060,D19 over Rail,Bridge,Bridge,7/21/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),BA,6,1080,No,6480,1,1,1,15,3
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,03. Waterway, 1628. Clear Vegetation,AS,10,50,m2,500,1,1,4,800,1
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,A1,2,750,m,1500,2,2,1,67,1
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,08. Surfacing, 502. Resurface or patch,BA,6,750,m2,4500,3,4,4,89,1
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,42,3100,m,130200,4,4,16,12,3
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,12,340,m,4080,2,2,4,98,1
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,12,1220,m,14640,2,2,4,27,3
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,A1,1,7640,No,7640,1,1,1,13,3
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB063,D1944 over Elands river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),AS,3,3100,No,9300,3,4,4,43,2
NB064,D1944 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 201. Clean downchutes/sidedrains,BA,50,150,m,7500,1,1,1,13,3
NB064,D1944 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),BA,150,3100,m3,465000,2,2,1,0,3
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),A1,1,1080,No,1080,1,1,1,93,1
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,4,5380,No,21520,1,1,1,5,3
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,2,3100,No,6200,3,4,1,16,3
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,08. Surfacing, 209. Clear siltation,S1,1,630,m3,630,1,1,1,159,1
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,07. Wing/ Retaining Walls, 155. Earth backfill,BA,10,630,m3,6300,1,1,1,16,3
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,4,80,m2,320,1,1,4,1250,1
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,01. Approach Embankment, 155. Earth backfill,A1,25,630,m3,15750,2,2,4,25,3
NB065,D1958 over river,Bridge,Bridge,9/9/2021,,Capricorn,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,2,340,No,680,1,1,1,147,1
NB066,D2018 over Mutamba river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,2,750,No,1500,3,4,4,267,1
NB066,D2018 over Mutamba river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,2,630,m3,1260,3,4,4,317,1
NB066,D2018 over Mutamba river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,3,4,4,147,1
NB066,D2018 over Mutamba river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,5,3100,m,15500,3,4,4,26,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,06. Abutments, 654. Access-using scaffold (< 10 m),A2,1,4640,No,4640,4,4,1,22,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),AS,10,4640,No,46400,1,1,0,0,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),BA,1,137950,LS,137950,1,1,1,1,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,55,1220,m,67100,1,1,1,1,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,160,750,m2,120000,1,1,9,7,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,08. Surfacing, 502. Resurface or patch,S3-S5,3,750,m2,2250,1,1,1,44,2
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,03. Waterway, 1628. Clear Vegetation,S1,10,50,m2,500,1,1,1,200,1
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,200,950,m,190000,1,1,0,0,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,60,3100,No,186000,1,1,4,2,3
NB068,D2037 over Sand river,Bridge,Bridge,8/4/2021,,Capricorn,,6/30/2022,11. Parapet, 458. New/repair steel railing,"S3,S4",12,3100,m,37200,3,4,9,24,3
NB070,D2211 over Goud river,Bridge,Bridge,9/6/2021,,Waterberg,,6/30/2022,08. Surfacing, 953. Ad-hoc item (describe under Remarks),S1,4,1080,No,4320,4,4,16,370,1
NB070,D2211 over Goud river,Bridge,Bridge,9/6/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,2,2,1,3,3
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),BE,3,12270,m3,36810,3,4,4,11,3
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,06. Road Slabs, 105. Concrete (mass),"C12,C13",1,12270,m3,12270,2,2,4,33,3
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,05. Waterway, 1628. Clear Vegetation,AC,300,50,m2,15000,1,1,4,27,3
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,C7-C12,3,630,m3,1890,1,1,4,212,1
NB071,D2211 over Palala river,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E1,3,750,m,2250,2,2,1,44,2
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,A2,1,7640,No,7640,1,1,1,13,3
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BA,3,9190,m3,27570,2,2,4,15,3
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),S1,5,3100,m3,15500,2,2,1,6,3
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),A1,4,3100,m3,12400,2,2,1,8,3
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,1,1,4,98,1
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,12,3100,No,37200,3,4,4,11,3
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,A1,1,340,m,340,3,4,4,1176,1
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BA,AP",24,1220,m,29280,3,4,4,14,3
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,20,750,L,15000,3,4,1,7,3
NB073,D2417 over river,Bridge,Bridge,9/8/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB074,D2417 over Elands river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,05. Waterway, 1628. Clear Vegetation,E2,150,50,m2,7500,1,1,4,53,2
NB074,D2417 over Elands river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),AC,3,12270,m3,36810,3,4,4,11,3
NB074,D2417 over Elands river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB074,D2417 over Elands river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB074,D2417 over Elands river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,06. Road Slabs, 117. Repair concrete topping,AC,30,7640,m3,229200,3,4,4,2,3
NB075,D2450 over river ,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E2,1,750,m,750,2,2,1,133,1
NB075,D2450 over river ,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,"C1-C3,C9,C10",15,630,m3,9450,2,2,4,42,2
NB075,D2450 over river ,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB075,D2450 over river ,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB076,D2475 Over River,Major Culvert,Culvert Major,9/2/2021,,Vhembe,,6/30/2022,05. Waterway, 207. Clear debris,AC,15,750,m3,11250,3,4,4,36,3
NB076,D2475 Over River,Major Culvert,Culvert Major,9/2/2021,,Vhembe,,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",AC,80,630,m,50400,3,4,1,2,3
NB076,D2475 Over River,Major Culvert,Culvert Major,9/2/2021,,Vhembe,,6/30/2022,02. Wing / Ret / Head Walls, 155. Earth backfill,BE,10,630,m3,6300,3,4,4,63,2
NB076,D2475 Over River,Major Culvert,Culvert Major,9/2/2021,,Vhembe,,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),AC,40,750,L,30000,3,4,1,3,3
NB079,D2575 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,03. Waterway, 207. Clear debris,S5,2,750,m3,1500,1,1,1,67,1
NB079,D2575 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,03. Waterway, 209. Clear siltation,"S1,S2",20,630,m3,12600,1,1,1,8,3
NB079,D2575 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,07. Wing/ Retaining Walls, 157. Mass concrete backfill,A2,2,5500,m3,11000,2,2,1,9,3
NB079,D2575 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,10. Kerbs / Sidewalks, 357. Replace kerbs or berms,A2,0.1,950,m,95,1,1,1,1053,1
NB079,D2575 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,3,4,1,3,3
NB079,D2575 over Palala river,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,6,3100,No,18600,2,2,1,5,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,10,1220,m,12200,2,2,1,8,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,2,7640,No,15280,1,1,1,7,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,03. Waterway, 1628. Clear Vegetation,S3,70,50,m2,3500,1,1,1,29,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,10,340,m,3400,2,2,1,29,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,6,340,No,2040,1,1,1,49,2
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,08. Surfacing, 117. Repair concrete topping,AS,5,7640,m3,38200,1,1,1,3,3
NB087,D2748 over Sand river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,"S1,S3",16,3100,m,49600,4,4,16,32,3
NB089,D3110 over Lephalala river tributary.,Major Culvert,Culvert Major,9/16/2021,,Waterberg,,6/30/2022,05. Waterway, 207. Clear debris,E2,2,750,m3,1500,1,1,1,67,1
NB089,D3110 over Lephalala river tributary.,Major Culvert,Culvert Major,9/16/2021,,Waterberg,,6/30/2022,08. Guardrails, 468. Replace reflectors,BE,20,150,No,3000,1,1,1,33,3
NB089,D3110 over Lephalala river tributary.,Major Culvert,Culvert Major,9/16/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB089,D3110 over Lephalala river tributary.,Major Culvert,Culvert Major,9/16/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB090,D3110 over river.,Major Culvert,Culvert Major,8/27/2021,,Waterberg,,6/30/2022,08. Guardrails, 466. Replace bolts and washers,BE,30,340,No,10200,3,4,1,10,3
NB090,D3110 over river.,Major Culvert,Culvert Major,8/27/2021,,Waterberg,,6/30/2022,08. Guardrails, 468. Replace reflectors,BE,15,150,No,2250,1,1,1,44,2
NB090,D3110 over river.,Major Culvert,Culvert Major,8/27/2021,,Waterberg,,6/30/2022,05. Waterway, 207. Clear debris,E2,2,750,m3,1500,3,4,1,67,1
NB090,D3110 over river.,Major Culvert,Culvert Major,8/27/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB091,D3123 over Lephalala river tributary.,Major Culvert,Culvert Major,9/16/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 155. Earth backfill,E1,3,630,m3,1890,3,4,4,212,1
